date,state,fips,cases,deaths
2020-02-26,California,6,15,0
2020-02-26,Illinois,17,0,0
2020-02-26,Massachusetts,25,0,0
2020-02-26,Nebraska,31,0,0
2020-02-26,Texas,48,0,0
2020-02-26,Utah,49,0,0
2020-02-26,Washington,53,0,0
2020-02-26,Wisconsin,55,0,0
2020-02-27,Arizona,4,0,0
2020-02-27,California,6,0,0
2020-02-27,Illinois,17,0,0
2020-02-27,Massachusetts,25,0,0
2020-02-27,Nebraska,31,0,0
2020-02-27,Texas,48,0,0
2020-02-27,Utah,49,0,0
2020-02-27,Washington,53,0,0
2020-02-27,Wisconsin,55,0,0
2020-02-28,Arizona,4,0,0
2020-02-28,California,6,1,0
2020-02-28,Illinois,17,0,0
2020-02-28,Massachusetts,25,0,0
2020-02-28,Nebraska,31,0,0
2020-02-28,Oregon,41,1,0
2020-02-28,Texas,48,1,0
2020-02-28,Utah,49,0,0
2020-02-28,Washington,53,2,0
2020-02-28,Wisconsin,55,0,0
2020-02-29,Arizona,4,0,0
2020-02-29,California,6,1,0
2020-02-29,Illinois,17,1,0
2020-02-29,Massachusetts,25,0,0
2020-02-29,Nebraska,31,0,0
2020-02-29,Oregon,41,0,0
2020-02-29,Texas,48,0,0
2020-02-29,Utah,49,0,0
2020-02-29,Washington,53,3,1
2020-02-29,Wisconsin,55,0,0
2020-03-01,Arizona,4,0,0
2020-03-01,California,6,5,0
2020-03-01,Florida,12,2,0
2020-03-01,Illinois,17,0,0
2020-03-01,Massachusetts,25,0,0
2020-03-01,Nebraska,31,0,0
2020-03-01,New York,36,1,0
2020-03-01,Oregon,41,1,0
2020-03-01,Rhode Island,44,2,0
2020-03-01,Texas,48,0,0
2020-03-01,Utah,49,0,0
2020-03-01,Washington,53,7,2
2020-03-01,Wisconsin,55,0,0
2020-03-02,Arizona,4,0,0
2020-03-02,California,6,5,0
2020-03-02,Florida,12,0,0
2020-03-02,Georgia,13,2,0
2020-03-02,Illinois,17,1,0
2020-03-02,Massachusetts,25,1,0
2020-03-02,Nebraska,31,0,0
2020-03-02,New Hampshire,33,1,0
2020-03-02,New York,36,0,0
2020-03-02,Oregon,41,0,0
2020-03-02,Rhode Island,44,0,0
2020-03-02,Texas,48,0,0
2020-03-02,Utah,49,0,0
2020-03-02,Washington,53,6,3
2020-03-02,Wisconsin,55,0,0
2020-03-03,Arizona,4,1,0
2020-03-03,California,6,7,0
2020-03-03,Florida,12,1,0
2020-03-03,Georgia,13,0,0
2020-03-03,Illinois,17,0,0
2020-03-03,Massachusetts,25,0,0
2020-03-03,Nebraska,31,0,0
2020-03-03,New Hampshire,33,1,0
2020-03-03,New York,36,1,0
2020-03-03,North Carolina,37,1,0
2020-03-03,Oregon,41,0,0
2020-03-03,Rhode Island,44,0,0
2020-03-03,Texas,48,0,0
2020-03-03,Utah,49,0,0
2020-03-03,Washington,53,9,4
2020-03-03,Wisconsin,55,0,0
2020-03-04,Arizona,4,0,0
2020-03-04,California,6,10,1
2020-03-04,Florida,12,0,0
2020-03-04,Georgia,13,0,0
2020-03-04,Illinois,17,0,0
2020-03-04,Massachusetts,25,0,0
2020-03-04,Nebraska,31,0,0
2020-03-04,New Hampshire,33,0,0
2020-03-04,New Jersey,34,1,0
2020-03-04,New York,36,9,0
2020-03-04,North Carolina,37,0,0
2020-03-04,Oregon,41,0,0
2020-03-04,Rhode Island,44,0,0
2020-03-04,Texas,48,1,0
2020-03-04,Utah,49,0,0
2020-03-04,Washington,53,15,1
2020-03-04,Wisconsin,55,0,0
2020-03-05,Arizona,4,0,0
2020-03-05,California,6,12,0
2020-03-05,Colorado,8,2,0
2020-03-05,Florida,12,1,0
2020-03-05,Georgia,13,0,0
2020-03-05,Illinois,17,1,0
2020-03-05,Maryland,24,3,0
2020-03-05,Massachusetts,25,1,0
2020-03-05,Nebraska,31,0,0
2020-03-05,Nevada,32,2,0
2020-03-05,New Hampshire,33,0,0
2020-03-05,New Jersey,34,1,0
2020-03-05,New York,36,11,0
2020-03-05,North Carolina,37,0,0
2020-03-05,Oregon,41,0,0
2020-03-05,Rhode Island,44,0,0
2020-03-05,Tennessee,47,1,0
2020-03-05,Texas,48,4,0
2020-03-05,Utah,49,0,0
2020-03-05,Washington,53,28,0
2020-03-05,Wisconsin,55,0,0
2020-03-06,Arizona,4,1,0
2020-03-06,California,6,14,0
2020-03-06,Colorado,8,6,0
2020-03-06,Florida,12,3,2
2020-03-06,Georgia,13,1,0
2020-03-06,Hawaii,15,1,0
2020-03-06,Illinois,17,1,0
2020-03-06,Indiana,18,1,0
2020-03-06,Kentucky,21,1,0
2020-03-06,Maryland,24,0,0
2020-03-06,Massachusetts,25,5,0
2020-03-06,Minnesota,27,1,0
2020-03-06,Nebraska,31,1,0
2020-03-06,Nevada,32,0,0
2020-03-06,New Hampshire,33,0,0
2020-03-06,New Jersey,34,2,0
2020-03-06,New York,36,22,0
2020-03-06,North Carolina,37,1,0
2020-03-06,Oklahoma,40,1,0
2020-03-06,Oregon,41,0,0
2020-03-06,Pennsylvania,42,2,0
2020-03-06,Rhode Island,44,1,0
2020-03-06,South Carolina,45,2,0
2020-03-06,Tennessee,47,0,0
2020-03-06,Texas,48,3,0
2020-03-06,Utah,49,2,0
2020-03-06,Washington,53,11,1
2020-03-06,Wisconsin,55,0,0
2020-03-07,Arizona,4,2,0
2020-03-07,California,6,19,0
2020-03-07,Colorado,8,0,0
2020-03-07,District of Columbia,11,1,0
2020-03-07,Florida,12,5,0
2020-03-07,Georgia,13,4,0
2020-03-07,Hawaii,15,0,0
2020-03-07,Illinois,17,0,0
2020-03-07,Indiana,18,0,0
2020-03-07,Kansas,20,1,0
2020-03-07,Kentucky,21,0,0
2020-03-07,Maryland,24,0,0
2020-03-07,Massachusetts,25,5,0
2020-03-07,Minnesota,27,0,0
2020-03-07,Missouri,29,1,0
2020-03-07,Nebraska,31,0,0
2020-03-07,Nevada,32,0,0
2020-03-07,New Hampshire,33,2,0
2020-03-07,New Jersey,34,0,0
2020-03-07,New York,36,45,0
2020-03-07,North Carolina,37,0,0
2020-03-07,Oklahoma,40,0,0
2020-03-07,Oregon,41,4,0
2020-03-07,Pennsylvania,42,2,0
2020-03-07,Rhode Island,44,0,0
2020-03-07,South Carolina,45,0,0
2020-03-07,Tennessee,47,0,0
2020-03-07,Texas,48,0,0
2020-03-07,Utah,49,0,0
2020-03-07,Vermont,50,1,0
2020-03-07,Virginia,51,1,0
2020-03-07,Washington,53,24,4
2020-03-07,Wisconsin,55,0,0
2020-03-08,Arizona,4,0,0
2020-03-08,California,6,12,0
2020-03-08,Colorado,8,0,0
2020-03-08,Connecticut,9,1,0
2020-03-08,District of Columbia,11,0,0
2020-03-08,Florida,12,1,0
2020-03-08,Georgia,13,4,0
2020-03-08,Hawaii,15,1,0
2020-03-08,Illinois,17,1,0
2020-03-08,Indiana,18,1,0
2020-03-08,Iowa,19,3,0
2020-03-08,Kansas,20,0,0
2020-03-08,Kentucky,21,3,0
2020-03-08,Maryland,24,2,0
2020-03-08,Massachusetts,25,15,0
2020-03-08,Minnesota,27,1,0
2020-03-08,Missouri,29,0,0
2020-03-08,Nebraska,31,2,0
2020-03-08,Nevada,32,2,0
2020-03-08,New Hampshire,33,0,0
2020-03-08,New Jersey,34,2,0
2020-03-08,New York,36,17,0
2020-03-08,North Carolina,37,0,0
2020-03-08,Oklahoma,40,0,0
2020-03-08,Oregon,41,7,0
2020-03-08,Pennsylvania,42,2,0
2020-03-08,Rhode Island,44,0,0
2020-03-08,South Carolina,45,4,0
2020-03-08,Tennessee,47,2,0
2020-03-08,Texas,48,4,0
2020-03-08,Utah,49,0,0
2020-03-08,Vermont,50,0,0
2020-03-08,Virginia,51,1,0
2020-03-08,Washington,53,31,3
2020-03-08,Wisconsin,55,0,0
2020-03-09,Arizona,4,1,0
2020-03-09,California,6,60,1
2020-03-09,Colorado,8,4,0
2020-03-09,Connecticut,9,1,0
2020-03-09,District of Columbia,11,3,0
2020-03-09,Florida,12,1,0
2020-03-09,Georgia,13,6,0
2020-03-09,Hawaii,15,0,0
2020-03-09,Illinois,17,4,0
2020-03-09,Indiana,18,2,0
2020-03-09,Iowa,19,5,0
2020-03-09,Kansas,20,0,0
2020-03-09,Kentucky,21,1,0
2020-03-09,Louisiana,22,1,0
2020-03-09,Maryland,24,1,0
2020-03-09,Massachusetts,25,13,0
2020-03-09,Minnesota,27,0,0
2020-03-09,Missouri,29,0,0
2020-03-09,Nebraska,31,0,0
2020-03-09,Nevada,32,0,0
2020-03-09,New Hampshire,33,0,0
2020-03-09,New Jersey,34,5,0
2020-03-09,New York,36,36,0
2020-03-09,North Carolina,37,5,0
2020-03-09,Ohio,39,3,0
2020-03-09,Oklahoma,40,0,0
2020-03-09,Oregon,41,0,0
2020-03-09,Pennsylvania,42,4,0
2020-03-09,Rhode Island,44,0,0
2020-03-09,South Carolina,45,1,0
2020-03-09,Tennessee,47,1,0
2020-03-09,Texas,48,1,0
2020-03-09,Utah,49,0,0
2020-03-09,Vermont,50,0,0
2020-03-09,Virginia,51,3,0
2020-03-09,Washington,53,38,3
2020-03-09,Wisconsin,55,1,0
2020-03-10,Arizona,4,0,0
2020-03-10,California,6,7,1
2020-03-10,Colorado,8,5,0
2020-03-10,Connecticut,9,0,0
2020-03-10,District of Columbia,11,0,0
2020-03-10,Florida,12,9,0
2020-03-10,Georgia,13,5,0
2020-03-10,Hawaii,15,0,0
2020-03-10,Illinois,17,8,0
2020-03-10,Indiana,18,2,0
2020-03-10,Iowa,19,5,0
2020-03-10,Kansas,20,0,0
2020-03-10,Kentucky,21,2,0
2020-03-10,Louisiana,22,5,0
2020-03-10,Maryland,24,3,0
2020-03-10,Massachusetts,25,51,0
2020-03-10,Michigan,26,2,0
2020-03-10,Minnesota,27,1,0
2020-03-10,Missouri,29,0,0
2020-03-10,Nebraska,31,1,0
2020-03-10,Nevada,32,0,0
2020-03-10,New Hampshire,33,1,0
2020-03-10,New Jersey,34,4,1
2020-03-10,New York,36,31,0
2020-03-10,North Carolina,37,0,0
2020-03-10,Ohio,39,0,0
2020-03-10,Oklahoma,40,1,0
2020-03-10,Oregon,41,1,0
2020-03-10,Pennsylvania,42,2,0
2020-03-10,Rhode Island,44,2,0
2020-03-10,South Carolina,45,2,0
2020-03-10,South Dakota,46,5,1
2020-03-10,Tennessee,47,3,0
2020-03-10,Texas,48,7,0
2020-03-10,Utah,49,1,0
2020-03-10,Vermont,50,0,0
2020-03-10,Virginia,51,3,0
2020-03-10,Washington,53,100,2
2020-03-10,Wisconsin,55,1,0
2020-03-11,Arizona,4,3,0
2020-03-11,Arkansas,5,1,0
2020-03-11,California,6,23,1
2020-03-11,Colorado,8,17,0
2020-03-11,Connecticut,9,1,0
2020-03-11,Delaware,10,1,0
2020-03-11,District of Columbia,11,6,0
2020-03-11,Florida,12,3,0
2020-03-11,Georgia,13,9,0
2020-03-11,Hawaii,15,0,0
2020-03-11,Illinois,17,6,0
2020-03-11,Indiana,18,5,0
2020-03-11,Iowa,19,1,0
2020-03-11,Kansas,20,0,0
2020-03-11,Kentucky,21,0,0
2020-03-11,Louisiana,22,7,0
2020-03-11,Maryland,24,4,0
2020-03-11,Massachusetts,25,3,0
2020-03-11,Michigan,26,0,0
2020-03-11,Minnesota,27,2,0
2020-03-11,Mississippi,28,1,0
2020-03-11,Missouri,29,0,0
2020-03-11,Nebraska,31,6,0
2020-03-11,Nevada,32,3,0
2020-03-11,New Hampshire,33,0,0
2020-03-11,New Jersey,34,8,0
2020-03-11,New Mexico,35,4,0
2020-03-11,New York,36,44,0
2020-03-11,North Carolina,37,1,0
2020-03-11,North Dakota,38,1,0
2020-03-11,Ohio,39,1,0
2020-03-11,Oklahoma,40,0,0
2020-03-11,Oregon,41,6,0
2020-03-11,Pennsylvania,42,4,0
2020-03-11,Rhode Island,44,0,0
2020-03-11,South Carolina,45,1,0
2020-03-11,South Dakota,46,3,0
2020-03-11,Tennessee,47,1,0
2020-03-11,Texas,48,2,0
2020-03-11,Utah,49,1,0
2020-03-11,Vermont,50,1,0
2020-03-11,Virginia,51,2,0
2020-03-11,Washington,53,59,5
2020-03-11,Wisconsin,55,3,0
2020-03-11,Wyoming,56,1,0
2020-03-12,Alaska,2,1,0
2020-03-12,Arizona,4,0,0
2020-03-12,Arkansas,5,5,0
2020-03-12,California,6,50,0
2020-03-12,Colorado,8,15,1
2020-03-12,Connecticut,9,3,0
2020-03-12,Delaware,10,3,0
2020-03-12,District of Columbia,11,0,0
2020-03-12,Florida,12,20,0
2020-03-12,Georgia,13,0,1
2020-03-12,Hawaii,15,0,0
2020-03-12,Illinois,17,7,0
2020-03-12,Indiana,18,1,0
2020-03-12,Iowa,19,2,0
2020-03-12,Kansas,20,4,1
2020-03-12,Kentucky,21,4,0
2020-03-12,Louisiana,22,1,0
2020-03-12,Maine,23,1,0
2020-03-12,Maryland,24,0,0
2020-03-12,Massachusetts,25,13,0
2020-03-12,Michigan,26,10,0
2020-03-12,Minnesota,27,4,0
2020-03-12,Mississippi,28,0,0
2020-03-12,Missouri,29,1,0
2020-03-12,Nebraska,31,1,0
2020-03-12,Nevada,32,4,0
2020-03-12,New Hampshire,33,1,0
2020-03-12,New Jersey,34,6,0
2020-03-12,New Mexico,35,2,0
2020-03-12,New York,36,109,0
2020-03-12,North Carolina,37,8,0
2020-03-12,North Dakota,38,0,0
2020-03-12,Ohio,39,1,0
2020-03-12,Oklahoma,40,0,0
2020-03-12,Oregon,41,10,0
2020-03-12,Pennsylvania,42,6,0
2020-03-12,Rhode Island,44,0,0
2020-03-12,South Carolina,45,2,0
2020-03-12,South Dakota,46,0,0
2020-03-12,Tennessee,47,10,0
2020-03-12,Texas,48,8,0
2020-03-12,Utah,49,2,0
2020-03-12,Vermont,50,0,0
2020-03-12,Virginia,51,7,0
2020-03-12,Washington,53,81,3
2020-03-12,Wisconsin,55,2,0
2020-03-12,Wyoming,56,0,0
2020-03-13,Alabama,1,6,0
2020-03-13,Alaska,2,0,0
2020-03-13,Arizona,4,0,0
2020-03-13,Arkansas,5,1,0
2020-03-13,California,6,68,1
2020-03-13,Colorado,8,29,1
2020-03-13,Connecticut,9,5,0
2020-03-13,Delaware,10,0,0
2020-03-13,District of Columbia,11,0,0
2020-03-13,Florida,12,24,0
2020-03-13,Georgia,13,10,0
2020-03-13,Hawaii,15,0,0
2020-03-13,Idaho,16,1,0
2020-03-13,Illinois,17,14,0
2020-03-13,Indiana,18,0,0
2020-03-13,Iowa,19,1,0
2020-03-13,Kansas,20,1,0
2020-03-13,Kentucky,21,0,0
2020-03-13,Louisiana,22,22,0
2020-03-13,Maine,23,1,0
2020-03-13,Maryland,24,5,0
2020-03-13,Massachusetts,25,15,0
2020-03-13,Michigan,26,13,0
2020-03-13,Minnesota,27,5,0
2020-03-13,Mississippi,28,5,0
2020-03-13,Missouri,29,2,0
2020-03-13,Montana,30,4,0
2020-03-13,Nebraska,31,3,0
2020-03-13,Nevada,32,8,0
2020-03-13,New Hampshire,33,1,0
2020-03-13,New Jersey,34,21,0
2020-03-13,New Mexico,35,4,0
2020-03-13,New York,36,95,0
2020-03-13,North Carolina,37,2,0
2020-03-13,North Dakota,38,0,0
2020-03-13,Ohio,39,8,0
2020-03-13,Oklahoma,40,1,0
2020-03-13,Oregon,41,0,0
2020-03-13,Pennsylvania,42,19,0
2020-03-13,Puerto Rico,72,3,0
2020-03-13,Rhode Island,44,15,0
2020-03-13,South Carolina,45,1,0
2020-03-13,South Dakota,46,1,0
2020-03-13,Tennessee,47,8,0
2020-03-13,Texas,48,17,0
2020-03-13,Utah,49,0,0
2020-03-13,Vermont,50,0,0
2020-03-13,Virginia,51,13,0
2020-03-13,Washington,53,92,5
2020-03-13,Wisconsin,55,11,0
2020-03-13,Wyoming,56,1,0
2020-03-14,Alabama,1,6,0
2020-03-14,Alaska,2,0,0
2020-03-14,Arizona,4,3,0
2020-03-14,Arkansas,5,2,0
2020-03-14,California,6,61,0
2020-03-14,Colorado,8,25,0
2020-03-14,Connecticut,9,9,0
2020-03-14,Delaware,10,0,0
2020-03-14,District of Columbia,11,6,0
2020-03-14,Florida,12,0,1
2020-03-14,Georgia,13,24,0
2020-03-14,Hawaii,15,2,0
2020-03-14,Idaho,16,4,0
2020-03-14,Illinois,17,20,0
2020-03-14,Indiana,18,3,0
2020-03-14,Iowa,19,1,0
2020-03-14,Kansas,20,2,0
2020-03-14,Kentucky,21,7,0
2020-03-14,Louisiana,22,41,1
2020-03-14,Maine,23,1,0
2020-03-14,Maryland,24,9,0
2020-03-14,Massachusetts,25,15,0
2020-03-14,Michigan,26,8,0
2020-03-14,Minnesota,27,7,0
2020-03-14,Mississippi,28,0,0
2020-03-14,Missouri,29,1,0
2020-03-14,Montana,30,2,0
2020-03-14,Nebraska,31,2,0
2020-03-14,Nevada,32,2,0
2020-03-14,New Hampshire,33,0,0
2020-03-14,New Jersey,34,25,1
2020-03-14,New Mexico,35,3,0
2020-03-14,New York,36,189,2
2020-03-14,North Carolina,37,7,0
2020-03-14,North Dakota,38,0,0
2020-03-14,Ohio,39,13,0
2020-03-14,Oklahoma,40,1,0
2020-03-14,Oregon,41,6,1
2020-03-14,Pennsylvania,42,6,0
2020-03-14,Puerto Rico,72,1,0
2020-03-14,Rhode Island,44,0,0
2020-03-14,South Carolina,45,6,0
2020-03-14,South Dakota,46,0,0
2020-03-14,Tennessee,47,6,0
2020-03-14,Texas,48,11,0
2020-03-14,Utah,49,14,0
2020-03-14,Vermont,50,3,0
2020-03-14,Virgin Islands,78,1,0
2020-03-14,Virginia,51,12,1
2020-03-14,Washington,53,98,3
2020-03-14,Wisconsin,55,8,0
2020-03-14,Wyoming,56,1,0
2020-03-15,Alabama,1,11,0
2020-03-15,Alaska,2,0,0
2020-03-15,Arizona,4,1,0
2020-03-15,Arkansas,5,7,0
2020-03-15,California,6,97,1
2020-03-15,Colorado,8,33,0
2020-03-15,Connecticut,9,6,0
2020-03-15,Delaware,10,3,0
2020-03-15,District of Columbia,11,1,0
2020-03-15,Florida,12,39,0
2020-03-15,Georgia,13,32,0
2020-03-15,Guam,66,3,0
2020-03-15,Hawaii,15,3,0
2020-03-15,Idaho,16,0,0
2020-03-15,Illinois,17,28,0
2020-03-15,Indiana,18,4,0
2020-03-15,Iowa,19,4,0
2020-03-15,Kansas,20,1,0
2020-03-15,Kentucky,21,3,0
2020-03-15,Louisiana,22,26,1
2020-03-15,Maine,23,9,0
2020-03-15,Maryland,24,5,0
2020-03-15,Massachusetts,25,26,0
2020-03-15,Michigan,26,20,0
2020-03-15,Minnesota,27,14,0
2020-03-15,Mississippi,28,4,0
2020-03-15,Missouri,29,0,0
2020-03-15,Montana,30,0,0
2020-03-15,Nebraska,31,2,0
2020-03-15,Nevada,32,5,0
2020-03-15,New Hampshire,33,6,0
2020-03-15,New Jersey,34,23,0
2020-03-15,New Mexico,35,4,0
2020-03-15,New York,36,122,4
2020-03-15,North Carolina,37,7,0
2020-03-15,North Dakota,38,0,0
2020-03-15,Ohio,39,11,0
2020-03-15,Oklahoma,40,4,0
2020-03-15,Oregon,41,3,0
2020-03-15,Pennsylvania,42,21,0
2020-03-15,Puerto Rico,72,1,0
2020-03-15,Rhode Island,44,0,0
2020-03-15,South Carolina,45,9,0
2020-03-15,South Dakota,46,0,0
2020-03-15,Tennessee,47,7,0
2020-03-15,Texas,48,11,0
2020-03-15,Utah,49,8,0
2020-03-15,Vermont,50,3,0
2020-03-15,Virgin Islands,78,0,0
2020-03-15,Virginia,51,3,0
2020-03-15,Washington,53,66,2
2020-03-15,Wisconsin,55,6,0
2020-03-15,Wyoming,56,0,0
2020-03-16,Alabama,1,6,0
2020-03-16,Alaska,2,2,0
2020-03-16,Arizona,4,5,0
2020-03-16,Arkansas,5,6,0
2020-03-16,California,6,110,5
2020-03-16,Colorado,8,25,0
2020-03-16,Connecticut,9,15,0
2020-03-16,Delaware,10,1,0
2020-03-16,District of Columbia,11,5,0
2020-03-16,Florida,12,32,1
2020-03-16,Georgia,13,21,0
2020-03-16,Guam,66,0,0
2020-03-16,Hawaii,15,3,0
2020-03-16,Idaho,16,0,0
2020-03-16,Illinois,17,10,0
2020-03-16,Indiana,18,5,1
2020-03-16,Iowa,19,0,0
2020-03-16,Kansas,20,2,0
2020-03-16,Kentucky,21,1,1
2020-03-16,Louisiana,22,34,1
2020-03-16,Maine,23,5,0
2020-03-16,Maryland,24,7,0
2020-03-16,Massachusetts,25,33,0
2020-03-16,Michigan,26,1,0
2020-03-16,Minnesota,27,19,0
